Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Curved Sword,Flowing Curved Sword,57.5,57.5,57.5,57.5,57.5,115,28.75 + 86.25,57.5 + 57.5,28.75 + 28.75 + 287.5,28.75 + 28.75 + 287.5,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,63.25 + 63.25,63.25 + 63.25,126.5 + 126.5 + 126.5,31.625 + 31.625 + 316.25,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,28.75,57.5,63.25,63.25,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Serpent-God's Curved Sword,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Magma Blade,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Nox Flowing Sword,57.5,57.5,57.5,57.5,57.5,115,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Wing of Astel,57.5,57.5,57.5,57.5,57.5,115,115 + (57.5 Projectile),115 + (57.5 Projectile),115 + (57.5 Projectile) + 230 + (57.5 Projectile),115 + (57.5 Projectile) + 230 + (57.5 Projectile),57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5 + (57.5 Projectile),126.5 + (57.5 Projectile),126.5 + (57.5 Projectile) + 253 + (57.5 Projectile),126.5 + (57.5 Projectile) + 253 + (57.5 Projectile),74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Eclipse Shotel,57.5,57.5,57.5,57.5,57.5,115,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Greatsword,Dismounter,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Omen Cleaver,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Monk's Flameblade,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Beastman's Cleaver,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Bloodhound's Fang,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Onyx Lord's Greatsword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Zamor Curved Sword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Magma Wyrm's Scalesword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Morgott's Cursed Sword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,148.5 + 297,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,163.35 + 326.7,178.2,163.35,178.2,178.2,178.2,297,445.5,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katana,Uchigatana,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Nagakiba,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Serpentbone Blade,57.5,57.5,57.5,57.5,115,,46 + 69,46 + 69,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,46 + 80.5,46 + 80.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Meteoric Ore Blade,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Moonveil,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Rivers of Blood,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Dragonscale Blade,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Hand of Malenia,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,23 + 46,23 + 46,23 + 46,57.5 + 57.5,,,23 + 46,34.5 + 34.5,46 + 23,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twinblade,Twinblade,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 34.5 + 92,17.25 + 17.25 + 92,34.5 + 34.5 + 34.5 + 276,34.5 + 34.5 + 34.5 + 276,23 + 40.25,31.625 + 94.875,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
Twinblade,Twinned Knight Swords,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 34.5 + 92,17.25 + 17.25 + 92,34.5 + 34.5 + 34.5 + 276,34.5 + 34.5 + 34.5 + 276,23 + 40.25,31.625 + 94.875,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
Twinblade,Godskin Peeler,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 126.5 + 92,34.5 + 92 + 92,34.5 + 34.5 + 34.5 + 276,34.5 + 34.5 + 34.5 + 276,23 + 40.25,23 + 23 + 23 + 69,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
Twinblade,Gargoyle's Twinblade,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 34.5 + 92,17.25 + 17.25 + 92,34.5 + 34.5 + 34.5 + 276,34.5 + 34.5 + 34.5 + 276,23 + 40.25,31.625 + 94.875,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
Twinblade,Gargoyle's Black Blades,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 34.5 + 92,17.25 + 17.25 + 92,34.5 + 34.5 + 34.5 + 276,34.5 + 34.5 + 34.5 + 276,23 + 40.25,31.625 + 94.875,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
Twinblade,Eleonora's Poleblade,57.5,57.5,57.5,57.5,115,,46 + 69,115,34.5 + 34.5 + 34.5 + 241.5,34.5 + 34.5 + 299,57.5,28.75 + 86.25,57.5,57.5,86.25,230,345,23 + 40.25,23 + 40.25,74.75,23 + 11.5 + 40.25,23 + 23 + 80.5,,34.5 + 92 + 92,126.5 + 17.25 + 92,34.5 + 34.5 + 34.5 + 34.5 + 241.5,34.5 + 34.5 + 310.5 + 276,23 + 40.25,31.625 + 94.875,23 + 40.25,74.75,37.375 + 57.5,230,63.25 + 316.25,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,28.75 + 28.75 + 57.5 + 57.5,,57.5,57.5,115,115,17.25,345,57.5,57.5,57.5,115,17.25,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe,Hand Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Forked Hatchet,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Battle Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Warped Axe,57.5,57.5,57.5,57.5,115,,115,115,345,57.5 + 287.5,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,63.25 + 316.25,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Jawbone Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Iron Cleaver,57.5,57.5,57.5,57.5,115,,115,115,287.5,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Highland Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Celebrant's Cleaver,57.5,57.5,57.5,57.5,115,,115,115,287.5,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Sacrificial Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Icerind Hatchet,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Ripple Blade,57.5,57.5,57.5,57.5,115,,115,115,345,57.5 + 287.5,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,63.25 + 316.25,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Stormhawk Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Axe,Rosus' Axe,57.5,57.5,57.5,57.5,115,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,149.5,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,115,,0,0,,,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,23 + 57.5 + 57.5,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
